0
""
"1,237,500 927,750 1,692,087 274,925 32,218 83,870 4,248,350"
"175,545 98,372 104,606 35,247 7,775 23,089 444,633"
"622,500 351,934 1,424,219 129,788 25,478 963,596 3,517,514"
"652,500 422,374 740,101 128,675 32,218 74,227 2,050,095"
"2,688,045 1,800,429 3,961,013 568,635 97,689 1,144,781 10,260,593"
