0
2024
""
"17,783"
2%
""
"157,610"
"2,179"
""
"1396,321"
"228,409"
"115,534"
"109,568"
"2,528,611"
""
"4,553,836"
"4,398,405"
"4,398,405"
""
"18,021"
""
""
0.25
0.24
