0,1
2020 2021 2022 2023,2024
,
,"4,773"
,"78,702"
,445
,
,"11,025"
,"94,945"
,
,
,"26,457"
,"204,204"
,"134,251"
,"4,730"
,"369,642"
,
,20%
,80%
,100%
,
,"464,587"
,"EUR 18,021"
,25.78
,
,"464,587"
,"EUR 16,848"
,27.58
